"FLIGHT","FLT_DT","ORG","LEG_NBR","DEST","FLEET","SEAT","ROLE","LANDING","PIC_OE","SIC_OE","OE_SO","PIC_RFO_OE","SIC_RFO_OE","EMPNUM"
6159,"11NOV2024",1,"CAN","BKK","B767","FO","SIC",0,0.00,2.65,0.00,0.00,0.00,3983442 
